edad,nivel_formacion,rol_tecnologico,seniority,antiguedad_meses,modalidad_trabajo,tipo_contrato,salario_mensual,cantidad_horas_extra_mes,capacitacion_ultimo_anio,evaluacion_desempeno,cantidad_empresas_anteriores,satisfaccion_laboral,satisfaccion_ambiente,equilibrio_vida_trabajo,estancamiento_carrera,feedback_lider,desercion
26,Universitario,Backend,Trainee,51,Hibrido,Indefinido,4341502,12,No,4,2,1,5,4,5,2,Si
33,Universitario,Fullstack,Senior,20,Hibrido,Plazo fijo,16878263,10,No,5,2,3,4,3,4,1,No
30,Universitario,Backend,Junior,78,Hibrido,Indefinido,4943035,17,Si,5,0,1,4,2,4,3,Si
35,Tecnico,Mobile,Semi-Senior,2,Remoto,Plazo fijo,10099072,4,No,2,0,3,3,2,1,3,No
25,Posgrado,Mobile,Trainee,3,Hibrido,Indefinido,3359267,6,No,2,2,3,2,2,5,4,Si
28,Universitario,Mobile,Semi-Senior,2,Remoto,Indefinido,12104961,4,No,4,0,3,3,4,2,3,No
27,Universitario,Backend,Junior,5,Presencial,Indefinido,7260592,15,No,4,0,3,3,4,1,2,No
21,Tecnico,Frontend,Senior,19,Hibrido,Indefinido,16200551,2,Si,4,5,2,5,3,4,3,No
31,Tecnico,Fullstack,Senior,25,Remoto,Plazo fijo,18747156,2,Si,4,1,2,3,3,3,5,No
31,Universitario,Frontend,Junior,2,Hibrido,Plazo fijo,4858332,3,Si,5,2,2,4,3,3,2,No
30,Universitario,QA,Lead,71,Remoto,Eventual,15751240,2,Si,4,1,4,5,3,3,4,Si
28,Posgrado,Backend,Lead,45,Hibrido,Indefinido,19315596,6,No,3,0,3,2,3,4,4,No
21,Universitario,Frontend,Senior,9,Presencial,Indefinido,17775996,1,No,2,0,4,1,3,3,4,No
27,Universitario,Frontend,Senior,2,Hibrido,Indefinido,11995791,3,Si,3,0,3,4,4,2,4,No
27,Universitario,Mobile,Junior,5,Hibrido,Indefinido,6720943,19,No,3,0,2,4,4,3,3,Si
25,Universitario,Mobile,Semi-Senior,4,Remoto,Eventual,10062138,4,No,3,2,3,3,4,3,1,No
29,Tecnico,Backend,Trainee,4,Presencial,Plazo fijo,4541121,11,No,3,4,3,2,3,2,3,No
32,Tecnico,Frontend,Junior,18,Remoto,Eventual,7112841,0,No,3,0,2,4,4,3,3,Si
41,Secundaria,Fullstack,Lead,7,Remoto,Indefinido,16960299,2,No,4,1,2,3,3,1,3,No
31,Universitario,Backend,Junior,11,Presencial,Eventual,5384807,13,No,4,3,4,4,4,5,4,Si
31,Universitario,Mobile,Senior,110,Hibrido,Indefinido,18902634,11,Si,3,1,3,2,2,3,3,No
29,Universitario,Mobile,Senior,28,Remoto,Eventual,13853501,3,Si,4,2,4,4,3,1,3,No
20,Posgrado,Backend,Senior,72,Remoto,Indefinido,17282444,24,Si,3,1,5,4,1,4,4,No
29,Posgrado,Backend,Lead,4,Hibrido,Indefinido,20613904,19,Si,3,4,2,2,2,2,3,Si
30,Universitario,Data,Junior,12,Hibrido,Indefinido,6959622,26,No,3,3,3,5,3,3,3,No
44,Posgrado,Fullstack,Trainee,20,Hibrido,Eventual,3146903,4,No,3,1,3,4,3,3,3,No
28,Universitario,Mobile,Semi-Senior,2,Remoto,Indefinido,8897459,1,Si,4,2,4,4,1,1,4,Si
31,Tecnico,Frontend,Junior,1,Hibrido,Indefinido,4545708,7,No,4,1,4,2,3,5,3,No
29,Universitario,Fullstack,Trainee,27,Remoto,Eventual,4852690,9,Si,2,4,4,4,2,5,5,Si
22,Tecnico,Frontend,Semi-Senior,25,Presencial,Indefinido,12718920,1,No,3,0,4,2,3,2,3,No
36,Universitario,Fullstack,Senior,13,Presencial,Indefinido,12215442,12,No,3,5,3,3,5,2,2,Si
34,Posgrado,Data,Semi-Senior,17,Hibrido,Indefinido,12564396,0,Si,1,2,3,4,3,2,3,No
34,Secundaria,Backend,Junior,13,Hibrido,Indefinido,7080309,5,Si,5,3,5,3,4,2,4,No
24,Tecnico,Frontend,Semi-Senior,1,Hibrido,Eventual,10315537,3,No,3,3,3,3,3,4,3,No
38,Universitario,Frontend,Junior,10,Hibrido,Plazo fijo,6730844,10,No,3,1,3,5,3,2,3,No
21,Posgrado,Backend,Trainee,5,Hibrido,Indefinido,3494166,3,Si,2,2,2,3,3,1,4,Si
33,Universitario,Frontend,Senior,3,Presencial,Eventual,18049985,14,No,3,0,3,4,4,3,4,No
43,Universitario,Frontend,Semi-Senior,76,Hibrido,Indefinido,12151946,7,No,3,1,4,3,4,2,3,No
24,Secundaria,DevOps,Senior,22,Remoto,Indefinido,18026206,12,Si,5,0,3,3,3,4,3,No
26,Tecnico,Fullstack,Trainee,32,Hibrido,Indefinido,3053024,36,Si,3,4,3,3,2,3,3,Si
30,Posgrado,Backend,Senior,10,Hibrido,Indefinido,12451469,9,Si,3,4,4,4,4,2,5,No
26,Posgrado,QA,Semi-Senior,12,Hibrido,Indefinido,12418063,33,No,4,3,4,5,2,2,2,Si
20,Secundaria,Frontend,Semi-Senior,7,Remoto,Eventual,10300874,0,No,3,1,3,3,4,3,4,Si
30,Posgrado,Data,Semi-Senior,3,Presencial,Plazo fijo,11736416,3,No,4,4,3,3,4,2,3,No
23,Universitario,Backend,Senior,5,Remoto,Indefinido,15063997,0,No,3,1,3,4,2,2,2,Si
32,Posgrado,QA,Semi-Senior,39,Remoto,Indefinido,11712838,2,No,5,5,2,4,4,3,4,No
24,Universitario,Mobile,Semi-Senior,28,Hibrido,Plazo fijo,7048926,14,No,4,0,3,4,3,2,4,Si
39,Universitario,QA,Lead,20,Presencial,Eventual,20410812,0,No,3,3,3,3,5,2,5,No
25,Universitario,Data,Senior,16,Remoto,Eventual,18152765,5,Si,3,0,2,4,3,1,4,No
28,Universitario,Backend,Semi-Senior,62,Presencial,Indefinido,12991917,6,No,3,4,4,4,3,5,3,Si
34,Tecnico,Data,Senior,2,Hibrido,Plazo fijo,17107182,6,No,3,1,4,4,5,2,4,No
22,Secundaria,Backend,Semi-Senior,8,Remoto,Indefinido,10751387,5,No,2,2,3,3,3,2,4,No
31,Universitario,Backend,Junior,11,Presencial,Indefinido,7279060,12,Si,4,2,5,3,2,3,2,No
37,Universitario,Backend,Semi-Senior,37,Remoto,Indefinido,11557418,1,No,3,2,4,3,5,3,2,No
20,Universitario,Fullstack,Lead,118,Presencial,Indefinido,15483791,2,No,5,1,3,2,3,2,4,Si
31,Universitario,Frontend,Lead,7,Remoto,Indefinido,25059538,7,No,4,2,4,3,2,4,3,Si
31,Posgrado,Fullstack,Semi-Senior,50,Hibrido,Indefinido,9158714,9,No,1,3,4,2,2,3,3,No
34,Tecnico,Fullstack,Semi-Senior,43,Presencial,Indefinido,10448281,4,Si,2,1,2,2,4,4,3,No
22,Universitario,DevOps,Junior,7,Presencial,Plazo fijo,6550181,16,No,2,2,4,5,4,3,5,No
22,Universitario,QA,Lead,13,Remoto,Indefinido,24184874,4,No,2,4,3,3,5,3,1,Si
33,Posgrado,Fullstack,Lead,13,Presencial,Indefinido,17622280,4,No,2,2,4,3,3,3,4,No
31,Tecnico,Backend,Semi-Senior,92,Presencial,Indefinido,11929073,0,Si,4,1,3,3,3,2,4,No
31,Universitario,Backend,Senior,5,Hibrido,Eventual,15225872,6,Si,3,0,3,2,3,2,4,Si
32,Posgrado,Backend,Senior,39,Hibrido,Indefinido,19998934,9,No,4,2,3,3,3,5,2,No
25,Posgrado,Frontend,Semi-Senior,10,Hibrido,Indefinido,8245749,0,Si,3,2,2,5,3,3,3,No
31,Universitario,Backend,Trainee,32,Presencial,Indefinido,3956277,2,No,3,2,2,4,5,3,3,No
31,Universitario,Backend,Semi-Senior,14,Hibrido,Plazo fijo,9226941,12,Si,5,2,1,4,2,3,3,No
25,Universitario,Data,Semi-Senior,21,Presencial,Eventual,8418180,3,No,4,0,2,5,2,3,2,No
41,Posgrado,Fullstack,Semi-Senior,43,Presencial,Indefinido,11696298,2,No,3,3,5,4,3,4,4,No
32,Universitario,Backend,Semi-Senior,40,Hibrido,Indefinido,7074723,8,Si,3,1,4,3,3,2,2,No
22,Secundaria,Fullstack,Lead,49,Remoto,Eventual,21233146,1,No,3,3,5,2,3,3,3,Si
33,Posgrado,Frontend,Junior,2,Presencial,Indefinido,7360195,18,No,4,5,3,3,2,4,5,No
24,Universitario,Fullstack,Semi-Senior,29,Hibrido,Plazo fijo,10018967,0,No,4,4,3,3,5,5,4,No
34,Universitario,Mobile,Senior,4,Hibrido,Indefinido,14726904,9,Si,5,2,5,3,3,2,3,No
36,Universitario,Fullstack,Senior,13,Remoto,Indefinido,11792515,5,No,4,2,4,5,2,3,2,No
25,Universitario,Fullstack,Semi-Senior,20,Remoto,Indefinido,12910838,16,Si,3,5,2,4,2,3,4,No
35,Universitario,Data,Junior,13,Remoto,Indefinido,5893196,1,Si,4,0,4,4,4,1,4,No
32,Universitario,QA,Junior,18,Presencial,Plazo fijo,5535211,9,Si,3,2,5,3,2,2,1,Si
34,Tecnico,Mobile,Semi-Senior,120,Presencial,Eventual,9189568,6,No,4,4,2,2,4,2,4,No
41,Universitario,Fullstack,Semi-Senior,4,Hibrido,Indefinido,10934740,5,Si,5,6,4,5,3,2,2,No
28,Posgrado,Mobile,Junior,28,Hibrido,Plazo fijo,5147122,5,No,3,0,2,4,4,2,2,No
25,Secundaria,Backend,Senior,13,Hibrido,Indefinido,14782164,10,Si,5,2,4,4,3,3,2,No
24,Posgrado,Backend,Semi-Senior,4,Remoto,Indefinido,8761331,22,Si,4,1,4,4,1,2,1,No
25,Universitario,Frontend,Semi-Senior,5,Remoto,Indefinido,8877329,0,No,4,1,4,4,3,3,3,Si
29,Posgrado,Fullstack,Senior,72,Remoto,Eventual,13892970,0,Si,4,3,3,5,5,5,2,No
32,Universitario,Fullstack,Junior,51,Hibrido,Plazo fijo,4815315,13,No,4,3,2,3,5,3,4,No
31,Universitario,Backend,Trainee,58,Remoto,Plazo fijo,3150594,0,Si,4,4,3,3,2,5,3,No
34,Universitario,Data,Senior,115,Hibrido,Plazo fijo,17776432,34,Si,5,2,4,5,3,3,2,No
30,Posgrado,QA,Semi-Senior,6,Presencial,Plazo fijo,11063903,7,Si,4,4,5,3,3,3,2,Si
38,Universitario,DevOps,Senior,11,Remoto,Eventual,14959015,8,Si,3,4,4,3,5,2,3,No
28,Universitario,Fullstack,Senior,27,Presencial,Plazo fijo,13214979,1,Si,3,4,3,3,3,2,5,No
46,Universitario,QA,Senior,16,Hibrido,Eventual,14405851,2,No,3,3,4,4,4,3,5,Si
33,Posgrado,Frontend,Lead,14,Hibrido,Indefinido,22354292,8,No,4,3,4,3,3,4,3,No
24,Universitario,DevOps,Semi-Senior,11,Remoto,Indefinido,7196211,19,No,3,3,3,3,4,3,3,No
23,Universitario,Frontend,Semi-Senior,22,Remoto,Indefinido,8836082,32,No,4,1,3,4,4,1,4,No
32,Universitario,DevOps,Semi-Senior,21,Hibrido,Indefinido,9237699,1,No,4,1,4,3,4,3,2,No
28,Posgrado,Backend,Junior,5,Remoto,Indefinido,7855214,1,No,5,3,3,2,2,3,4,No
34,Tecnico,QA,Semi-Senior,16,Hibrido,Indefinido,11340496,0,Si,3,6,4,3,5,2,5,No
32,Universitario,Data,Junior,20,Hibrido,Plazo fijo,4764130,16,Si,2,0,5,5,3,2,4,No
29,Secundaria,Frontend,Lead,21,Remoto,Indefinido,16813065,2,Si,5,2,1,4,4,2,4,No
24,Universitario,Fullstack,Semi-Senior,6,Remoto,Indefinido,11957161,0,Si,2,2,3,5,5,3,5,No
20,Universitario,Data,Semi-Senior,33,Remoto,Indefinido,11587281,2,Si,2,0,2,3,2,3,4,No
27,Universitario,Fullstack,Semi-Senior,1,Presencial,Eventual,12507200,3,No,5,7,4,4,3,3,3,No
35,Universitario,QA,Trainee,11,Remoto,Indefinido,3608546,37,No,4,3,3,3,2,2,2,No
31,Universitario,Fullstack,Trainee,37,Hibrido,Indefinido,4287999,5,No,4,4,4,2,3,5,3,No
22,Universitario,Backend,Semi-Senior,20,Remoto,Plazo fijo,7377332,1,Si,3,6,5,3,3,3,2,Si
31,Universitario,Backend,Junior,8,Presencial,Plazo fijo,4584153,3,Si,3,2,2,4,4,1,3,No
32,Universitario,Backend,Semi-Senior,29,Remoto,Indefinido,12960158,3,No,3,1,3,4,4,3,2,No
24,Universitario,DevOps,Senior,21,Hibrido,Indefinido,15978234,0,No,3,2,5,4,2,3,3,No
30,Tecnico,Backend,Senior,39,Hibrido,Indefinido,14972162,1,No,3,0,2,3,4,3,2,No
30,Universitario,Fullstack,Semi-Senior,32,Hibrido,Eventual,11172060,9,No,2,1,3,2,4,4,3,Si
23,Universitario,Fullstack,Junior,23,Hibrido,Indefinido,6909048,1,No,3,1,2,4,4,3,4,No
32,Universitario,Fullstack,Senior,17,Hibrido,Indefinido,11078947,2,No,2,5,5,4,4,5,4,No
33,Universitario,QA,Senior,4,Remoto,Indefinido,18152604,3,Si,4,2,3,4,3,3,4,No
36,Universitario,Data,Junior,8,Hibrido,Indefinido,7038361,11,No,4,2,4,2,3,2,3,No
36,Posgrado,Fullstack,Senior,14,Hibrido,Plazo fijo,19136537,6,No,5,4,4,4,2,1,3,No
21,Universitario,QA,Junior,22,Hibrido,Indefinido,6693648,9,Si,4,1,2,5,4,2,5,No
24,Universitario,DevOps,Senior,18,Presencial,Indefinido,16969677,6,No,3,4,1,5,4,3,2,Si
33,Secundaria,Fullstack,Lead,9,Presencial,Indefinido,15968410,9,Si,3,0,3,3,2,4,5,Si
33,Universitario,Data,Trainee,1,Hibrido,Indefinido,3313760,0,No,4,5,3,4,5,2,2,No
33,Universitario,Backend,Senior,17,Hibrido,Indefinido,14936642,21,Si,4,0,3,3,3,4,1,No
53,Universitario,Frontend,Semi-Senior,9,Presencial,Plazo fijo,9467286,0,No,4,0,3,3,3,2,3,Si
33,Universitario,QA,Lead,32,Hibrido,Plazo fijo,26756372,4,No,4,2,3,5,4,2,3,No
36,Universitario,Fullstack,Semi-Senior,1,Hibrido,Eventual,10611880,11,Si,3,2,3,4,2,4,2,No
35,Universitario,QA,Senior,22,Hibrido,Eventual,12040835,4,Si,3,0,4,5,3,2,3,No
33,Universitario,QA,Trainee,69,Hibrido,Plazo fijo,4878292,23,No,3,2,2,2,1,4,4,Si
28,Posgrado,Frontend,Semi-Senior,5,Presencial,Indefinido,11463786,5,No,3,5,3,4,2,2,2,No
34,Universitario,QA,Trainee,16,Remoto,Plazo fijo,4222366,16,Si,3,2,3,4,3,2,4,Si
25,Posgrado,Fullstack,Lead,3,Remoto,Plazo fijo,20386452,13,Si,5,4,4,3,3,3,4,No
28,Secundaria,Fullstack,Senior,24,Remoto,Plazo fijo,19531225,31,No,4,1,4,5,3,2,4,No
27,Tecnico,Mobile,Senior,20,Presencial,Indefinido,17952057,20,No,3,2,4,3,1,3,2,No
30,Secundaria,Data,Lead,13,Remoto,Indefinido,24657570,18,Si,3,0,5,4,2,3,2,No
43,Universitario,Frontend,Junior,18,Remoto,Plazo fijo,5440325,10,No,4,1,3,3,3,3,3,No
20,Posgrado,Fullstack,Semi-Senior,55,Remoto,Plazo fijo,9101847,3,No,4,1,3,2,3,3,3,Si
34,Universitario,Mobile,Trainee,6,Presencial,Eventual,3732426,0,Si,4,0,2,4,4,1,3,No
20,Posgrado,DevOps,Junior,1,Hibrido,Indefinido,5530120,9,No,4,0,3,4,3,4,4,No
27,Tecnico,Mobile,Junior,48,Remoto,Indefinido,5534780,30,Si,3,3,3,4,2,5,4,No
36,Posgrado,Frontend,Semi-Senior,21,Hibrido,Indefinido,10684334,10,No,3,2,3,3,3,3,2,Si
30,Universitario,Backend,Junior,54,Hibrido,Plazo fijo,7434518,21,No,3,1,3,4,2,3,2,Si
23,Tecnico,Backend,Junior,22,Hibrido,Indefinido,5964123,13,No,4,4,2,5,3,3,2,No
25,Universitario,DevOps,Junior,40,Hibrido,Indefinido,5932002,1,Si,5,2,2,3,4,4,2,No
34,Universitario,Backend,Junior,14,Presencial,Eventual,6256608,2,Si,4,4,3,4,3,4,4,No
25,Universitario,Backend,Lead,34,Hibrido,Indefinido,25955836,3,No,5,1,3,4,3,2,3,No
31,Universitario,Data,Senior,59,Presencial,Plazo fijo,11749045,1,No,3,3,4,3,3,4,4,Si
30,Posgrado,Frontend,Lead,21,Hibrido,Indefinido,15872109,6,No,3,0,3,2,4,4,1,No
26,Universitario,Data,Semi-Senior,5,Hibrido,Plazo fijo,11034480,29,No,4,2,3,3,3,4,3,No
42,Universitario,Mobile,Junior,8,Hibrido,Indefinido,4887405,11,Si,4,3,5,4,4,1,3,No
33,Universitario,QA,Senior,6,Presencial,Eventual,17805360,4,Si,4,0,3,4,3,2,4,No
20,Universitario,Backend,Junior,7,Remoto,Eventual,7629272,0,Si,4,4,3,2,2,2,3,No
31,Universitario,Frontend,Junior,9,Remoto,Indefinido,4867482,3,Si,3,3,2,5,4,2,3,No
26,Universitario,DevOps,Junior,20,Presencial,Indefinido,5064365,5,No,4,4,4,5,3,5,5,Si
35,Tecnico,QA,Junior,22,Presencial,Indefinido,4842059,3,Si,4,0,2,3,3,2,3,No
25,Tecnico,DevOps,Junior,14,Presencial,Plazo fijo,6208175,0,Si,4,0,2,5,4,3,3,No
29,Universitario,Frontend,Semi-Senior,23,Remoto,Eventual,10387232,4,No,3,3,4,3,4,3,4,No
33,Tecnico,DevOps,Semi-Senior,3,Hibrido,Indefinido,10101004,2,Si,4,4,1,2,4,2,2,No
35,Universitario,DevOps,Trainee,3,Hibrido,Plazo fijo,4340389,19,No,5,1,3,2,4,2,3,No
