edad,nivel_formacion,rol_tecnologico,seniority,antiguedad_meses,modalidad_trabajo,tipo_contrato,salario_mensual,cantidad_horas_extra_mes,capacitacion_ultimo_anio,evaluacion_desempeno,cantidad_empresas_anteriores,satisfaccion_laboral,satisfaccion_ambiente,equilibrio_vida_trabajo,estancamiento_carrera,feedback_lider,desercion
30,Universitario,Backend,Lead,11,Presencial,Indefinido,19017680,17,No,3,1,3,5,2,2,4,No
35,Posgrado,Frontend,Semi-Senior,14,Hibrido,Indefinido,13305142,0,Si,4,3,5,3,3,3,3,No
20,Posgrado,Fullstack,Senior,10,Hibrido,Indefinido,14378162,5,Si,4,2,3,5,3,3,4,No
39,Universitario,Data,Junior,57,Remoto,Indefinido,7785476,15,Si,3,3,4,2,2,3,4,No
25,Tecnico,QA,Junior,10,Remoto,Indefinido,6342262,5,No,4,2,5,4,3,3,5,Si
24,Universitario,Backend,Semi-Senior,7,Remoto,Indefinido,12935104,7,Si,2,3,4,3,4,1,4,No
33,Universitario,Fullstack,Semi-Senior,70,Hibrido,Indefinido,12365013,12,No,4,4,5,4,4,3,4,No
32,Universitario,Data,Semi-Senior,10,Remoto,Indefinido,14098686,4,No,4,3,5,2,3,3,2,No
28,Posgrado,Backend,Semi-Senior,17,Hibrido,Indefinido,8677445,1,Si,5,0,2,4,3,4,3,Si
25,Universitario,Fullstack,Senior,2,Remoto,Indefinido,17806789,10,Si,5,2,3,3,4,4,5,No
29,Tecnico,DevOps,Lead,80,Hibrido,Indefinido,21884839,2,Si,4,2,3,4,4,4,2,No
39,Universitario,DevOps,Senior,21,Remoto,Indefinido,16188512,9,Si,3,1,4,4,3,1,3,No
26,Posgrado,Data,Lead,24,Presencial,Indefinido,30700013,1,No,4,3,3,5,5,2,3,No
38,Universitario,Frontend,Senior,120,Remoto,Indefinido,16895996,22,No,3,4,4,5,3,2,3,No
36,Universitario,Fullstack,Lead,7,Remoto,Indefinido,31033956,0,Si,5,2,4,2,5,2,2,No
37,Universitario,Data,Senior,19,Hibrido,Indefinido,17899286,5,Si,4,5,2,2,3,2,3,No
29,Tecnico,Frontend,Semi-Senior,9,Hibrido,Plazo fijo,9810311,0,No,3,1,4,3,4,2,5,No
30,Posgrado,Backend,Senior,39,Hibrido,Indefinido,23623627,22,Si,5,2,5,5,5,3,3,No
34,Posgrado,Data,Senior,7,Remoto,Indefinido,14105355,8,Si,4,1,5,4,3,2,4,No
27,Universitario,Frontend,Senior,1,Remoto,Indefinido,13321365,7,No,3,4,3,4,3,3,3,No
36,Universitario,Data,Semi-Senior,83,Presencial,Indefinido,14788201,11,Si,5,1,5,5,4,3,3,No
29,Universitario,Fullstack,Semi-Senior,3,Hibrido,Eventual,14664319,2,Si,4,2,4,5,3,2,4,No
36,Universitario,Data,Senior,30,Remoto,Indefinido,23110334,8,Si,5,5,3,5,3,2,3,No
24,Universitario,Data,Senior,13,Hibrido,Indefinido,16007234,2,No,2,5,4,5,5,3,4,No
38,Universitario,Backend,Semi-Senior,6,Remoto,Indefinido,11066703,0,Si,3,4,5,4,3,3,4,No
35,Universitario,Mobile,Semi-Senior,25,Remoto,Indefinido,12050237,20,Si,3,3,2,4,3,2,5,Si
30,Posgrado,Data,Senior,1,Remoto,Indefinido,23181607,2,Si,3,1,4,4,3,2,4,No
31,Posgrado,Fullstack,Lead,47,Hibrido,Indefinido,22712431,18,Si,4,2,5,5,3,1,4,No
33,Posgrado,Frontend,Trainee,21,Remoto,Indefinido,5177778,6,Si,3,2,5,4,3,2,5,No
34,Tecnico,Data,Junior,7,Remoto,Eventual,5958561,0,Si,4,3,4,2,4,2,3,Si
37,Posgrado,DevOps,Lead,14,Remoto,Indefinido,26332275,1,Si,4,3,4,4,3,1,5,No
